@relation C__Users_nisha_Desktop_Weka_BOF_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'Experiencer_focus Intentionally_act Desiring Capability Simple_name Cause_to_start Likelihood Relational_quantity',FeatureRequest
'Required_event Placing Containers First_experience Temporal_collocation Placing Containers Placing Quantity Submitting_documents Sufficiency',FeatureRequest
'Capability Getting Cause_motion Telling Increment Containers Frequency Placing Membership Containers Similarity Telling Temporal_collocation Arriving Intentionally_act Becoming Frequency Getting',FeatureRequest
'Capability Scrutiny Containers Usefulness Manufacturing Submitting_documents Becoming People_along_political_spectrum Increment Awareness Relative_time Hair_configuration Size Morality_evaluation Using Quantity Gizmo Similarity Perception_experience Differentiation Cause_to_make_progress Food Desirability',FeatureRequest
'Experiencer_focus Grant_permission Cause_to_continue Statement Gizmo Experiencer_focus Placing Personal_relationship Sole_instance Duration_attribute Collaboration Statement',FeatureRequest
'Existence Part_whole Resolve_problem Appearance Continued_state_of_affairs Duration_attribute Needing Relational_quantity Being_employed Instance Spelling_and_pronouncing Inspecting Working_on Correctness Scrutiny Taking_time Timespan Quantity Increment Cause_to_continue Giving Desirability Awareness Locative_relation Desiring Perception_experience Possibilities Cardinal_numbers Fullness Success_or_failure Sole_instance Measure_duration Getting Completeness Temporal_collocation Activity_start Familiarity Statement Possibilities Temporal_collocation Reading Sufficiency Desirability Working_on',FeatureRequest
'Existence Possession Text Using Businesses Entity Quantity Calendric_unit Duration_attribute Degree Experiencer_obj Age Part_whole Commerce_pay Possession Quantity Age Part_whole Similarity Part_whole Desiring Ingest_substance Existence Locating Subordinates_and_superiors Text Evoking Type Scrutiny Difficulty Sufficiency Appearance',FeatureRequest
'Desirability Stimulus_focus Possession',FeatureRequest
'Experiencer_focus Attaching Statement Becoming_aware Being_attached Intentionally_act Being_attached Duplication Needing Being_located Relative_time Capability Locating Cardinal_numbers Locale Scrutiny Possibilities Degree Desiring Obviousness',FeatureRequest
'Degree Usefulness Assistance Regard Sole_instance Intentionally_act Capability Statement Physical_artworks Statement Opinion Required_event Capability Statement Sufficiency',FeatureRequest
'Intentionally_act Relational_quantity Grant_permission Cause_change Speed Event Observable_body_parts Intentionally_act Permitting Have_as_requirement Recording Assistance',FeatureRequest
'Becoming First_rank Statement Project Desiring Capability Intentionally_act Experiencer_focus Capability Capability Placing Contacting Using Increment Increment Statement',FeatureRequest
'Existence Existence Desirability Gizmo Operating_a_system Quantity Project Dispersal Statement Desiring Containers Quantity Intentionally_create Quantity Commitment Project',FeatureRequest
'Judgment_direct_address Desirability Using Cause_to_continue Expensiveness Expensiveness Part_orientational Stimulus_focus Grant_permission Scrutiny Assistance Being_located Ingredients Scrutiny Experiencer_focus Commerce_pay Building_subparts Capability Statement Judgment_direct_address',FeatureRequest
'Required_event Giving Performers_and_roles Possession Cardinal_numbers Increment Capability Using Buildings Increment Part_orientational Statement Scrutiny Motion Capability Type Possession Scrutiny Simple_name Intentionally_act Desirability Scrutiny Statement Locating Intentionally_act Cardinal_numbers Stimulus_focus',FeatureRequest
'Degree Social_interaction_evaluation Difficulty Using Difficulty Behind_the_scenes Desiring Expertise Contingency',FeatureRequest
'Desirability Information Desiring Locale Age Buildings Increment Experiencer_focus Possession People Quantity Categorization Desirability Age Possession Food Inclusion Buildings Sufficiency',FeatureRequest
'Existence Likelihood Supply Sole_instance Desiring Capability Desiring Self_motion Response Communication_response Cardinal_numbers Buildings Amassing Communicate_categorization Intentionally_act Adducing Locative_relation',FeatureRequest
'Degree Assistance Scrutiny Stimulus_focus Capability Expansion Event Increment Usefulness',FeatureRequest
'Usefulness Aesthetics Desiring Entity Capability Categorization',FeatureRequest
'Continued_state_of_affairs Sole_instance Membership Increment Possession Capability Motion Sufficiency Desirability',FeatureRequest
'Stimulus_focus Statement Supporting Body_description_holistic',FeatureRequest
'Desirability Using Cardinal_numbers Desirability Using Chatting Stimulus_focus Change_position_on_a_scale Degree Usefulness',FeatureRequest
'Change_position_on_a_scale Participation Aggregate Change_position_on_a_scale Participation Aggregate',FeatureRequest
'Change_position_on_a_scale Sending',FeatureRequest
'Quantity Gizmo Supporting Stimulus_focus Intentionally_create Gizmo Capability Sole_instance Reading Telling Gizmo Experiencer_focus Possession Possibilities Communication_response Gizmo Judgment_direct_address',FeatureRequest
'Cardinal_numbers Needing Desirable_event Capability Possession Instance Possession Board_vehicle Food Temporal_collocation Board_vehicle Food Capability Possession Board_vehicle Medical_conditions',FeatureRequest
'Existence Required_event Experiencer_focus Desirability Self_motion Inspecting Temporal_collocation Motion Increment Board_vehicle Intentionally_act Cardinal_numbers Measure_duration',FeatureRequest
'Existence Being_obligated Addiction Sole_instance Undergo_change Measure_duration Desiring Increment Manufacturing Increment Board_vehicle Desiring Intentionally_act Closure Placing Increment Board_vehicle Temporal_collocation Means Temporal_collocation Age Board_vehicle',FeatureRequest
'Desirability Sole_instance Complaining Capability Undergo_change Physical_artworks Communicate_categorization Board_vehicle Social_interaction_evaluation Means Cause_change Physical_artworks Board_vehicle',FeatureRequest
'Desirability Stimulus_focus Desirability Being_employed Stimulus_focus Statement Increment Expensiveness Aggregate',FeatureRequest
'Usefulness Stimulus_focus Statement Relational_quantity Increment Stimulus_focus',FeatureRequest
'Desirability Capability Desirability Quantity Gizmo Contingency Network Social_connection',FeatureRequest
'Desirability Rite Concessive Temporal_collocation Using Possibilities Sole_instance Inclusion Cardinal_numbers Frequency Performers_and_roles',FeatureRequest
'Experiencer_focus Rite Ceasing_to_be Needing Taking_sides',FeatureRequest
'Continued_state_of_affairs Quantity Capability Undergo_change Submitting_documents Being_named Degree Being_necessary Contingency Awareness Quantity Measure_duration Statement Temporal_collocation Attempt Motion Submitting_documents Quantity Response',FeatureRequest
'Desiring Cause_to_start Taking_sides Possibilities Importing Submitting_documents Increment Importance Cause_harm Temporal_collocation Reason Possibilities Removing Stimulus_focus Cause_to_amalgamate Taking_sides',FeatureRequest
'Degree Taking_time Wealthiness Intentionally_act Needing Quantity Cardinal_numbers',FeatureRequest
'Containers Sole_instance Causation Intentionally_create Ordinal_numbers Locale',FeatureRequest
'Required_event Performers_and_roles Usefulness Earnings_and_losses Cardinal_numbers Performers_and_roles Cardinal_numbers Project Measure_duration Size',FeatureRequest
'Frequency Removing Offenses Purpose',FeatureRequest
'Desirability Relative_time Needing Statement Sufficiency',FeatureRequest
'Locale Possession Age Type Success_or_failure Familiarity Cardinal_numbers Increment Assistance Difficulty Using Relational_quantity Cause_to_make_progress',FeatureRequest
'Arriving Quantity Scrutiny Means Desiring People Difficulty Locating Buildings Similarity Cardinal_numbers Time_vector Scrutiny Categorization Calendric_unit Performers_and_roles Natural_features Evidence Similarity Similarity State_continue Increment Placing',FeatureRequest
'Likelihood Buildings Scrutiny Locale Commerce_scenario Intentionally_act Reason Using Fluidic_motion Quantity Travel Possession Desirability Measure_duration Locating Trust Buildings Relational_quantity Locale_by_use Travel Sufficiency Difficulty Inclusion Increment Scrutiny Cause_to_amalgamate Assistance',FeatureRequest
'Experiencer_obj Motion Taking_time Desiring Weapon',Other
'Sole_instance Physical_artworks Capability Perception_experience Being_named',Other
'Desiring Having_or_lacking_access Source_of_getting Contacting Being_employed Relational_quantity Increment',Other
'Capability Sole_instance Similarity Statement Existence',Other
'Capability Placing Idiosyncrasy Physical_artworks Idiosyncrasy',Other
'Relational_quantity Being_up_to_it Capability Grasp Kinship Personal_relationship Sufficiency Desirability Grasp',Other
'Waiting Measure_duration Continued_state_of_affairs Capability Grasp Event Desiring Sending',Other
'Relational_quantity Sole_instance Cardinal_numbers Point_of_dispute Age Possession Physical_artworks',Other
'Grasp Reason Needing Relational_quantity Filling Contacting',Other
'Relational_quantity Increment Invading Relational_quantity',Other
'Relational_quantity Placing Frequency Quantity Evidence Frequency Being_operational Leadership Capability Cardinal_numbers Businesses Possession Desirability',Other
'Capability Contacting Measure_duration',Other
'Quantity Degree Desirability Capability Operating_a_system',Other
'Capability Degree Removing Locative_relation Relational_quantity Measure_duration Taking Food',Other
'Experiencer_focus Aggregate Food Difficulty Food Death',Other
'Experiencer_focus Performers_and_roles Food Difficulty Getting Food',Other
'Similarity Expensiveness Sufficiency Relational_quantity',Other
'Intentionally_act Relational_quantity Food Expensiveness',Other
'Experiencer_focus Reason Manufacturing Frequency Relational_quantity Capability Getting Food Money Food',Other
'Sole_instance Preventing Ordinal_numbers Performers_and_roles Relational_quantity People Capability Contacting Giving',Other
'Getting Cardinal_numbers Achieving_first Purpose Identicality Measure_duration Cardinal_numbers Being_attached Capability Activity_finish Experiencer_obj',Other
'Sole_instance Possession Dimension Point_of_dispute Activity_pause Contacting Being_operational Desirability',Other
'Intentionally_act Awareness Usefulness Increment Becoming_aware Remembering_experience Ambient_temperature',Other
'Becoming Taking_sides Activity_start Activity_start Reason Frequency Cardinal_numbers Performers_and_roles',Other
'Sufficiency Relational_quantity Required_event Cardinal_numbers Gizmo Contacting',Other
'Achieving_first Increment Intentionally_act Continued_state_of_affairs Being_attached Roadways',Other
'Purpose Sufficiency Mental_property Arriving Stimulus_focus Similarity Accomplishment Capability Purpose',Other
'Removing Sufficiency Dimension Arriving',Other
'Text_creation Duration_attribute',Other
'Telling Continued_state_of_affairs Cause_motion Evidence',Other
'Becoming_aware Motion Appearance Information Using',Other
'Usefulness Degree Contacting Removing Completeness',Other
'Degree Degree Frequency Degree Speed Frequency Cause_harm',Other
'Existence Quantity Similarity Similarity',Other
'Becoming Change_position_on_a_scale',Other
'Telling Frequency Have_as_requirement',Other
'Desirability Quantity Relational_quantity Sensation Capability Sole_instance Secrecy_status',Other
'Intentionally_act Social_connection Desirability Network',Other
'Motion Cardinal_numbers Performers_and_roles Ingest_substance Taking_sides Frequency Placing',Other
'Intentionally_act Placing Topic Source_of_getting Intentionally_act Statement',Other
'Difficulty Performers_and_roles Difficulty Temporal_collocation Performers_and_roles Increment Text',Other
'Opinion Possession Stimulus_focus Quantity Food Money Cause_change',Other
'Possession Taking_time Using',Other
'Frequency Entity Natural_features Statement Sending Similarity Contacting',Other
'Awareness',Other
'Relational_quantity Contingency Stimulus_focus',Other
'Reason Intentionally_act Have_as_requirement Locative_relation',Other
'Quantity Usefulness Ingestion',Other
'Desirability Sufficiency',Other
'Experiencer_focus Getting Performing_arts Point_of_dispute',Other
'Desirability Receiving Compatibility Commerce_pay',Other
'Concessive Desirability Degree Exertive_force',Other
'Getting Food Vehicle',Other
'Cause_motion Categorization Personal_relationship Sending Occupy_rank Temporal_collocation Relational_quantity Relative_time',Other
'Required_event Questioning Desiring Using Contacting Locating Personal_relationship Quantity Timespan Calendric_unit',Other
'Temporal_collocation Quantity Statement Aggregate Increment Ingredients',Other
'Using Locative_relation Contacting Position_on_a_scale Temporal_subregion Contacting Sufficiency Relational_quantity',Other
'Degree Temporal_collocation Part_whole Participation Concessive',Other
'Quantity Frequency Expectation',Other
'Capability Secrecy_status Measure_duration Removing',Other
'Reason Desirability Cardinal_numbers Desirability Deserving Performers_and_roles',Other
'Desirability Categorization Bringing Relative_time Text',Other
'Grant_permission Eclipse Travel Frequency Increment Aggregate Offering Eclipse Relational_quantity Type Possession Quantity Self_motion Eclipse Causation Relative_time Locale',Other
'Grasp Reason Giving Desirability Usefulness Age Frequency Impact Speed Experiencer_focus Capability Quantity Information Gizmo Sufficiency Continued_state_of_affairs Desirability Travel',Other
'Stimulus_focus Operational_testing Releasing Appearance Needing Statement',Other
'Arriving Quantity Relative_time Releasing Appearance Self_motion Arriving Locative_relation Weapon Using',Other
'Partiality Duration_attribute Frequency Locative_relation Capability Taking_sides Change_tool Locating Degree Degree Leadership Temporal_collocation Event Duration_attribute Receiving Activity_ongoing',Other
'Temporal_collocation Using',Other
'Cardinal_numbers Usefulness Temporal_collocation Using Taking_time Temporal_collocation Being_operational Usefulness Opinion Bringing Expressing_publicly',Other
'Contacting Placing Locative_relation Departing Locative_relation Relative_time Contacting Desirability',Other
'Frequency Using Possession Desirability Expertise Temporal_collocation Relational_quantity Activity_ready_state Giving Locative_relation Impact Contacting Relative_time Contacting Process_start Part_orientational',Other
'Opinion Desirability Temporal_collocation Travel Experiencer_focus Temporal_collocation Using',Other
'Temporal_collocation Age Taking_sides Roadways Increment Judgment Relative_time Increment Importance Change_position_on_a_scale Ingredients Businesses Instance',Other
'Desirability Using Quantity Needing',Other
'Experiencer_obj Placing Working_on Being_employed Desirability Ordinal_numbers Personal_relationship Measure_duration Temporal_collocation Becoming Desirability Desiring Intentionally_act Assistance Locale_by_use',Other
'Intentionally_act Desiring Intentionally_act',Other
'Ordinal_numbers Quantity Releasing Possession Quantity Cause_to_amalgamate Chatting Temporal_subregion Impact Point_of_dispute Using Frequency Feeling Quantity',Other
'Process_start Locative_relation Relational_quantity Speed Relative_time Type Getting Personal_relationship Motion Activity_start Desirability Using',Other
'Experiencer_focus Perception_experience Justifying Choosing Travel Temporal_collocation Usefulness Temporal_collocation',Other
'Cardinal_numbers Performers_and_roles Resolve_problem Impact',Other
'Arriving Grant_permission Candidness Quantity Awareness Purpose Perception_active',Other
'Required_event Reason Intentionally_act Desirability',Other
'Age Type Locale_by_use Required_event Speed Possession Taking_time',Other
'Cardinal_numbers Calendric_unit Temporal_subregion Aggregate Experiencer_obj',Other
'Temporal_collocation Time_vector Time_vector Activity_pause Becoming Relative_time Quantity Calendric_unit Judgment_direct_address Part_whole Food Grant_permission Using Increment Travel Frequency Possession Having_or_lacking_access Amassing Means Cardinal_numbers Frequency Opinion Calendric_unit Arriving',Other
'Relational_quantity Possession Inclination Cause_change Quantity Causation Desiring Frequency Desirability Frequency Desirability Instance Removing Removing Change_tool Relational_quantity Desirability Stimulus_focus Needing Arriving Quantity Means Occupy_rank Change_tool Importance Contacting Buildings Continued_state_of_affairs Sufficiency People_along_political_spectrum Observable_body_parts Arriving Adjusting',Other
'Waking_up Reason Cause_to_continue Releasing Cardinal_numbers Measure_duration Manufacturing Quantity Linguistic_meaning Dimension Businesses Opinion Motion Correctness Temporal_collocation Cause_harm Temporal_collocation Reason Continued_state_of_affairs Evaluative_comparison Network Reason Existence Continued_state_of_affairs Quantity Getting Collaboration Mental_property Locale',Other
'Arriving Using Network Avoiding Relative_time Choosing Quantity Closure Sending Being_named Relative_time Fields Closure',Other
'Quantity Increment Information Quantity Increment Intentionally_act Roadways Quantity Increment Food Quantity Intoxicants Locative_relation Desirability',Other
'Relative_time Secrecy_status Degree Importance Connectors Being_employed',Other
'Time_vector Desiring Perception_active Capability Part_inner_outer Performers_and_roles Age Removing Size Grant_permission Direction',Other
'Being_necessary Occupy_rank Sounds Relative_time Closure',Other
'Removing Sufficiency Dimension Causation Temporal_collocation',Other
'Experiencer_focus Performing_arts Performers_and_roles Intentionally_act Increment Contacting',Other
'Existence Quantity Information Contacting Quantity Temporal_collocation Statement Timespan Quantity Having_or_lacking_access Desiring Using Desirability',Other
'Success_or_failure Relative_time Arriving Evidence Physical_artworks State_continue Seeking Containers Temporal_collocation',Other
'Cardinal_numbers Importance Information Possession Information Frequency Categorization Dimension Leadership Temporal_collocation Motion Network Quantity Increment',Other
'Usefulness Quantity Information Using Relative_time Information Motion Cause_to_amalgamate Taking_sides Temporal_collocation',Other
'Quantity Relational_quantity Desirability Cardinal_numbers Have_associated Quantity Stage_of_progress Stimulus_focus Ingestion Offenses Awareness Needing Placing Increment Attempt Desiring Network Temporal_collocation',Other
'Temporal_collocation Quantity Speed Perception_experience Motion',Other
'Using Relational_quantity Measure_duration Taking_time Estimating Becoming Travel Motion Getting Leadership Money Age',Other
'Intentionally_act Roadways Removing Statement Grant_permission Temporal_collocation Regard Placing Using Contacting',Other
'Quantity Desirability Feeling Motion Similarity',Other
'Experiencer_obj Relational_quantity Desirability Travel',Other
'Degree Emotion_directed Relative_time Removing Cardinal_numbers Using',Other
'Being_obligated Opinion Giving Ordinal_numbers Likelihood Size Ordinal_numbers Becoming Cause_impact Event_instance Intentionally_act Appearance Speed Intentionally_act Similarity Perception_active',Other
'Getting Relational_quantity Relative_time Releasing Finish_competition Information Quantity Linguistic_meaning Relational_quantity Judgment_direct_address',Other
'Desirability Intentionally_act Part_whole Inclusion',Other
'Measure_duration Similarity Reading Duration_attribute Contacting Killing Cause_change Gizmo Becoming Dimension Relational_quantity Relational_quantity Dimension Dimension Possession Impact Expensiveness Activity_resume Frequency Attributed_information',Other
'Experiencer_focus Using Temporal_collocation Usefulness Quantity Self_motion Desirability Travel Causation',Other
'Required_event Intentionally_act Locale_by_use Working_on Motion Travel',Other
'Experiencer_focus Familiarity Type Experiencer_focus Dimension Capability Perception_experience Quantity Cardinal_numbers Temporal_collocation',Other
'Quantity Increment Information Quantity Increment Roadways',Other
'Relational_quantity Speed Relative_time Cardinal_numbers Desirability Being_employed',Other
'Desiring Locating Closure Awareness Using Possession Increment',Other
'Age Removing Relative_time Information Motion Assistance Information Roadways Becoming Capability Cause_change Removing Food Becoming Cause_change Possession Deciding Food Receiving Categorization Experiencer_obj Performers_and_roles',Other
'Receiving Statement Temporal_collocation Secrecy_status Telling Intentionally_act Taking_sides Intentionally_act Roadways Categorization Cause_change Categorization Using',Other
'Experiencer_focus Travel Cardinal_numbers Causation Reason Using Relational_quantity Relative_time Purpose Identicality Travel Experiencer_focus Desirability Temporal_collocation Desirability Travel Using Network Relational_quantity',Other
'Degree Intoxicants Change_position_on_a_scale Causation Contacting Relational_quantity Increment Awareness Degree Usefulness Calendric_unit Using',Other
'Perception_active Performing_arts Temporal_collocation Quitting Desirability Desirability Perception_active Performing_arts Using Increment',Other
'Temporal_collocation Possession Reason Using Travel',Other
'Degree Experiencer_obj Undergo_change Intentionally_create Ordinal_numbers Intentionally_create Relational_quantity Buildings Temporal_collocation Intentionally_create Relational_quantity Aesthetics Difficulty Using Grasp Deciding',Other
'Intentionally_act Roadways Possibilities Departing Continued_state_of_affairs Presence Travel',Other
'Degree Usefulness Scrutiny Identicality Operating_a_system Statement Measure_duration Speed Difficulty Supply Degree Usefulness Information Gizmo Assistance Cause_to_continue Make_agreement_on_action',Other
'Attributed_information Usefulness Reason Deciding Manipulation Cardinal_numbers Position_on_a_scale Quantity Cardinal_numbers Personal_relationship Cardinal_numbers Cardinal_numbers Correctness Cardinal_numbers Locale Position_on_a_scale Existence Cardinal_numbers Quantity Size Cardinal_numbers Giving Frequency Quantity Position_on_a_scale Completeness Artificiality',Other
'Wearing Stimulus_focus Grasp Text',Other
'Stimulus_focus Experiencer_focus Difficulty Using Activity_ongoing Desirability Being_employed',Other
'Becoming_aware Experiencer_focus Using Measure_duration Familiarity Locating Difficulty Information Age Type Difficulty Perception_experience Speed',Other
'Intentionally_act Using Roadways Change_position_on_a_scale Cardinal_numbers Respond_to_proposal',Other
'Assistance Activity_ongoing Roadways Quantity Evidence Quantity Cardinal_numbers Cardinal_numbers Awareness Cardinal_numbers Giving Part_whole Giving Part_orientational Supply Desirability Judgment_direct_address',Other
'Judgment Capability Scrutiny Working_on Cardinal_numbers Calendric_unit Self_motion Purpose Using Degree Assistance Judgment Activity_ongoing Expensiveness Using',Other
'Purpose Personal_relationship Attempt Roadways Resolve_problem Commerce_buy Buildings Self_motion Placing Quantity Arriving Taking_sides Increment Cardinal_numbers Locale Similarity Cogitation Social_connection Suitability Quantity Temporal_collocation',Other
'Attributed_information Experiencer_focus Expensiveness Predicament System Self_motion Cardinal_numbers Causation Relational_quantity Cardinal_numbers Locale Manufacturing Cogitation Similarity System Cause_change Relational_quantity Desirability Self_motion Relative_time Quantity Calendric_unit Cardinal_numbers Undergo_change Cardinal_numbers Locale Experiencer_focus Statement Commerce_pay Money Using Perception_experience Cause_harm Expensiveness Placing',Other
'Degree Desirability Assistance Awareness Event Text',Other
'Speed Difficulty Degree Sociability Part_orientational Giving Cause_to_make_progress Cardinal_numbers',Other
'Grant_permission Inspecting Cardinal_numbers Assistance Cardinal_numbers Accuracy Text Intentionally_act Text Inspecting Expensiveness Statement Categorization Submitting_documents Quarreling Correctness Measure_duration Quantity Quarreling Statement Resolve_problem Judgment_direct_address Intentionally_create',Other
'Personal_relationship Experiencer_focus Quantity Information Expensiveness Assistance Cause_to_continue Being_employed Activity_ongoing Cause_to_make_progress Importance Size Commerce_buy',Other
'Partitive Giving Opinion Cause_to_make_progress Getting',Other
'Relative_time Stimulus_focus Using Supply Increment Desirability Information Quantity Increment Locative_relation Measure_duration Experiencer_focus',Other
'Similarity Sole_instance Using Usefulness Desirability',Other
'Existence Gizmo Cardinal_numbers Desirability Perception_experience Protecting Temporal_collocation Observable_body_parts',Other
'Continued_state_of_affairs Speed Correctness Information Quantity Closure',Other
'Continued_state_of_affairs Desirability Degree Offering Time_vector Possession Intentionally_act Grant_permission Perception_experience Businesses Quantity',Other
'Relational_quantity Desiring Means Inspecting Cardinal_numbers Intentionally_act',Other
'Statement Sole_instance Arriving Cardinal_numbers Organization Diversity Statement Relative_time Quantity Text',Other
'Correctness Commerce_sell Information Increment Businesses Becoming Getting Text Statement Mental_property Actually_occurring_entity',Other
'Giving Existence Measure_duration Cause_to_continue Roadways',Other
'Using Intentionally_act Supply Cardinal_numbers Commerce_pay Duration_attribute Time_vector Continued_state_of_affairs Evidence Possession Identicality Quantity Giving Position_on_a_scale Cardinal_numbers Evidence Individual_history Sole_instance Cardinal_numbers Calendric_unit Temporal_collocation Have_associated Measure_duration Increment Observable_body_parts Giving Relational_quantity Capability Perception_experience Locative_relation Relational_quantity Locale',Other
'Assistance Locative_relation Dimension Leadership Commerce_pay Measure_duration Giving Part_orientational Operating_a_system Money System Suitability Roadways',Other
'Experiencer_focus Sole_instance Giving Quantity Quantity Cardinal_numbers Locale Mental_property',Other
'Stimulus_focus Gizmo Speed Difficulty Grasp Cause_to_continue Roadways Objective_influence Cardinal_numbers Type Information Required_event Frequency Experiencer_focus Offering Supply Correctness Observable_body_parts Usefulness Being_employed',Other
'Relational_quantity Desirability Degree Assistance Identicality Measure_duration Causation Choosing',Other
'Difficulty Using Grasp',Other
'Usefulness Experiencer_focus Assistance State_continue Occupy_rank Cardinal_numbers Degree Difficulty Locale Intentionally_act Grant_permission Cardinal_numbers Clothing',Other
'Desirability Giving Compliance Aggregate Roadways Building',Other
'Becoming_aware Desiring Giving Quantity Information Possession Aggregate Experiencer_focus',Other
'Degree Difficulty Using',Other
'Cotheme Cardinal_numbers Frequency Calendric_unit Control Contingency',Other
'Assistance Resolve_problem Relative_time Catastrophe Placing State_continue Education_teaching Degree Correctness',Other
'Desirability People Correctness Difficulty Using Supply Relational_quantity Being_necessary Project Usefulness Working_on Judgment_direct_address',Other
'Using Performers_and_roles Statement Desirability Usefulness Degree Difficulty Using Grasp',Other
'Experiencer_obj Possession Quantity Offering Relational_quantity Appearance Usefulness Success_or_failure Relational_quantity',Other
'Judgment_direct_address Capability Activity_ongoing Cotheme Cardinal_numbers',Other
'Continued_state_of_affairs Usefulness Gizmo Cause_to_continue Individual_history',Other
'Desirability Activity_ongoing Roadways Assistance Expertise',Other
'Similarity Degree Using Temporal_collocation Cause_to_continue Locative_relation Likelihood Rite Desirability',Other
'Removing Quantity Locative_relation Renting Calendric_unit Possession Buildings Possession Quantity Possession Measure_mass Mental_property',Other
'Degree Just_found_out Sufficiency Perception_experience Cardinal_numbers Experiencer_focus Temporal_collocation Commerce_pay Age Observable_body_parts Judgment_direct_address',Other
'Degree Just_found_out Sufficiency Perception_experience Cardinal_numbers Experiencer_focus Temporal_collocation Commerce_pay Age Observable_body_parts Judgment_direct_address',Other
'Continued_state_of_affairs Telling Time_vector Awareness Desirability Awareness Desirability Calendric_unit Cardinal_numbers',Other
'Desirability Assistance State_continue Occupy_rank Giving Resolve_problem',Other
'Continued_state_of_affairs Desirability',Other
'Waking_up Degree Usefulness Gizmo Temporal_collocation Scrutiny Experiencer_focus',Other
'Ordinal_numbers Cogitation Temporal_collocation Evidence Locative_relation Network Contacting Concessive Personal_relationship Verification Being_employed Appearance Desirability Activity_start Using Conquering Experiencer_focus Judgment_direct_address Intentionally_create Usefulness Social_connection',Other
'Desiring Permitting Statement People Deserving',Other
'Experiencer_focus Bringing Cardinal_numbers Expensiveness Expensiveness Experiencer_focus Familiarity Perception_active Feeling Sufficiency Desirability Being_employed',Other
'Cause_to_continue Roadways Cardinal_numbers Education_teaching Cause_to_make_progress Hunting_success_or_failure',Other
'Giving Usefulness Information Assistance Cause_to_continue Roadways',Other
'Experiencer_focus Expensiveness Cause_to_continue Using',Other
'Activity_start Using Time_vector Experiencer_focus Using Difficulty Grasp',Other
'Difficulty Using Degree Assistance Choosing Increment Boundary Giving Instance Cause_change_of_position_on_a_scale Capability',Other
'Desirability Activity_ongoing Locative_relation',Other
'Commerce_buy Cardinal_numbers Cardinal_numbers Locale_by_use Relational_quantity Cardinal_numbers Locale Quantity Opinion Appearance',Other
'Intentionally_act Required_event Intentionally_act Coming_up_with Difficulty Grasp',Other
'Deserving Desiring Cause_to_make_progress Cardinal_numbers',Other
'Candidness Means Roadways Undergo_change Cardinal_numbers Contingency Becoming Cardinal_numbers Contingency Text Type Text Temporal_subregion Commerce_pay Undergo_change Contingency',Other
'Perception_experience Difficulty Using Desirability Usefulness Information',Other
'Possession Usefulness Coming_up_with Expertise Grasp Degree Quantity Awareness Seeking Cardinal_numbers Capability Getting Temporal_collocation Capability Operating_a_system',Other
'Speed Difficulty Becoming Activity_start Required_event Possession Using Perception_experience Cause_to_make_progress',Other
'Frequency Measure_duration Statement Experiencer_focus',Other
'Sole_instance Desiring Sign_agreement Locative_relation Temporal_subregion Desirability Possession Quantity Project Observable_body_parts',Other
'Degree Difficulty Becoming Motion Degree Assistance Activity_ongoing Observable_body_parts Attempt_suasion Cause_to_make_progress Cardinal_numbers',Other
'Reading Measure_mass Desirability Desirability Attempt',Other
'Experiencer_focus Expensiveness Degree Giving Desirability Information Assistance Cause_to_continue Cardinal_numbers Locative_relation',Other
'Being_obligated Ambient_temperature Experiencer_focus Using Desirability Information Sufficiency Emotion_directed Statement Quantity Appearance Compliance Expectation Relational_quantity Locative_relation Stimulus_focus Correctness Usefulness',Other
'Candidness Difficulty Using Project Desirability Being_employed',Other
'Quantity Coming_to_believe Using Personal_relationship Measure_duration Stimulus_focus',Other
'Position_on_a_scale Cardinal_numbers Evidence Using Change_position_on_a_scale Boundary Existence Receiving Change_position_on_a_scale Telling Actually_occurring_entity Cardinal_numbers Social_connection Locale Evidence',Other
'Quantity People Desirability Desirability Desirability Self_motion Getting Taking_sides Roadways Instance Commerce_pay Desirability Activity_start Self_motion Process',Other
'Quantity Evidence Statement Expensiveness Capability Education_teaching Sole_instance Desirability',Other
'Difficulty Difficulty Grasp Difficulty Intentionally_create Project Expertise Cardinal_numbers',Other
'Experiencer_focus Giving Cardinal_numbers Expensiveness Relational_quantity Desiring Awareness Individual_history Judgment_direct_address',Other
'Difficulty Intentionally_act Cause_to_make_progress',Other
'Intentionally_create Desiring Degree Difficulty Experiencer_focus Evidence Suitability Likelihood Capability Getting Degree Expensiveness',Other
'Frequency Frequency Certainty Morality_evaluation Using Relational_quantity Experiencer_focus Sufficiency',Other
'Perception_experience Intentionally_act Appearance People Statement Expensiveness Experiencer_focus',Other
'Dressing Being_obligated Verification Process_start Building Stimulus_focus Possession Text Usefulness Roadways',Other
'Assistance Cause_to_make_progress Cardinal_numbers',Other
'Continued_state_of_affairs Taking_time Residence Cogitation Frequency Inspecting Quantity Text Quantity',Other
'Weapon Quantity Self_motion Part_orientational Capability Getting',Other
'Working_on Difficulty Getting Relational_quantity Desirability Cause_to_make_progress Cardinal_numbers Money Commerce_pay Direction Judgment_direct_address',Other
'Quantity Required_event Usefulness Intentionally_act Offering Assistance Intentionally_act Needing Self_motion Project Placing Sufficiency Theft',Other
